#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
"413","Aqui a Emenda N° 413 destina R$ 400000,00 para Apoio a atividades culturais","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 413<BR>Valor:  R$ 400000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Apoio a atividades culturais<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Evandro Garla,Cultura,Difusão cultural,2013,", "-15.81772", "-48.07596",YES,YES
"414","Aqui a Emenda N° 414 destina R$ 250000,00 para Realização da Festa das Águas","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 414<BR>Valor:  R$ 250000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Realização da Festa das Águas<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Evandro Garla,Cultura,Difusão cultural,2013,", "-15.81772", "-48.07596",YES,YES
"415","Aqui a Emenda N° 415 destina R$ 300000,00 para Apoio ao SEBRAE para a realização da Feira do Empreendedor","2013-01-16 00:57:00","DF","Emenda N° 415<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Apoio ao SEBRAE para a realização da Feira do Empreendedor<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Comércio e Serviços<BR>Subfunção: Turismo<BR>Unidade Orçamentária: SE Turismo","DF,Evandro Garla,Comércio e Serviços,Turismo,2013,", "-15.77972", "-47.92972",YES,YES
"416","Aqui a Emenda N° 416 destina R$ 220000,00 para Construção do Centro Básico de Treinamento para Ações de Alto Risco ","2013-01-16 00:57:00","DF","Emenda N° 416<BR>Valor:  R$ 220000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Construção do Centro Básico de Treinamento para Ações de Alto Risco <BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Segurança Pública<BR>Subfunção: Policiamento<BR>Unidade Orçamentária: PMDF","DF,Evandro Garla,Segurança Pública,Policiamento,2013,", "-15.77972", "-47.92972",YES,YES
"417","Aqui a Emenda N° 417 destina R$ 150000,00 para Apoio à Marcha para Jesus","2013-01-16 00:57:00","DF","Emenda N° 417<BR>Valor:  R$ 150000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Apoio à Marcha para Jesus<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Evandro Garla,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"418","Aqui a Emenda N° 418 destina R$ 300000,00 para Ampliação da rede de iluminação pública","2013-01-16 00:57:00","XV-Recanto das Emas","Emenda N° 418<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Ampliação da rede de iluminação pública<BR>Região do DF onde será gasto o recurso: XV-Recanto das Emas<BR>Ação: Não informada <BR>Função: Energia<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Recanto das Emas","XV-Recanto das Emas,Evandro Garla,Energia,Infra-Estrutura urbana,2013,", "-15.90669", "-48.07214",YES,YES
"419","Aqui a Emenda N° 419 destina R$ 300000,00 para Dia Nacional do Idoso","2013-01-16 00:57:00","DF","Emenda N° 419<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Dia Nacional do Idoso<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Direitos da Cidadania<BR>Subfunção: Ass. Ao Idoso<BR>Unidade Orçamentária: SE Governo","DF,Evandro Garla,Direitos da Cidadania,Ass. Ao Idoso,2013,", "-15.77972", "-47.92972",YES,YES
"420","Aqui a Emenda N° 420 destina R$ 200000,00 para Implantação do Plano de Combate à Prostituição Infantil","2013-01-16 00:57:00","DF","Emenda N° 420<BR>Valor:  R$ 200000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Implantação do Plano de Combate à Prostituição Infantil<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. À Criança e Adolescente<BR>Unidade Orçamentária: SE Criança","DF,Evandro Garla,Assistência Social,Ass. À Criança e Adolescente,2013,", "-15.77972", "-47.92972",YES,YES
"421","Aqui a Emenda N° 421 destina R$ 200000,00 para Aniversário de Brasília - Palco Gospel","2013-01-16 00:57:00","DF","Emenda N° 421<BR>Valor:  R$ 200000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Aniversário de Brasília - Palco Gospel<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Evandro Garla,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"422","Aqui a Emenda N° 422 destina R$ 230000,00 para Apoio a Projeto de Qualificação Social e Profissional - Inglês","2013-01-16 00:57:00","DF","Emenda N° 422<BR>Valor:  R$ 230000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Apoio a Projeto de Qualificação Social e Profissional - Inglês<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Trabalho<BR>Subfunção: Formação de RH<BR>Unidade Orçamentária: SE Trabalho","DF,Evandro Garla,Trabalho,Formação de RH,2013,", "-15.77972", "-47.92972",YES,YES
"423","Aqui a Emenda N° 423 destina R$ 500000,00 para Apoio ao Programa Compete Brasília Paraolímpico","2013-01-16 00:57:00","DF","Emenda N° 423<BR>Valor:  R$ 500000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Apoio ao Programa Compete Brasília Paraolímpico<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Desporto e Lazer<BR>Subfunção: Desporto Comunitário<BR>Unidade Orçamentária: SE Esporte","DF,Evandro Garla,Desporto e Lazer,Desporto Comunitário,2013,", "-15.77972", "-47.92972",YES,YES
"424","Aqui a Emenda N° 424 destina R$ 300000,00 para Construção da Feira Permanente","2013-01-16 00:57:00","XXI-Riacho Fundo II","Emenda N° 424<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Construção da Feira Permanente<BR>Região do DF onde será gasto o recurso: XXI-Riacho Fundo II<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Riacho Fundo II","XXI-Riacho Fundo II,Evandro Garla,Urbanismo,Infra-Estrutura urbana,2013,", "-15.88052", "-48.00995",YES,YES
"425","Aqui a Emenda N° 425 destina R$ 150000,00 para Implantação de infra-estrutura esportiva - PEC - Qd 827/829/1029","2013-01-16 00:57:00","XII-Samambaia","Emenda N° 425<BR>Valor:  R$ 150000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Implantação de infra-estrutura esportiva - PEC - Qd 827/829/1029<BR>Região do DF onde será gasto o recurso: XII-Samambaia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Samambaia","XII-Samambaia,Evandro Garla,Urbanismo,Infra-Estrutura urbana,2013,", "-15.87681", "-48.08827",YES,YES
"426","Aqui a Emenda N° 426 destina R$ 300000,00 para Reforma e ampliação do Instituto de Identificação da PCDF","2013-01-16 00:57:00","DF","Emenda N° 426<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Reforma e ampliação do Instituto de Identificação da PCDF<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Segurança Pública<BR>Subfunção: Administração Geral<BR>Unidade Orçamentária: PCDF","DF,Evandro Garla,Segurança Pública,Administração Geral,2013,", "-15.77972", "-47.92972",YES,YES
"427","Aqui a Emenda N° 427 destina R$ 15000,00 para Apoio ao aniversário do Corpo de Bombeiros","2013-01-16 00:57:00","DF","Emenda N° 427<BR>Valor:  R$ 15000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Apoio ao aniversário do Corpo de Bombeiros<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: CBMDF","DF,Evandro Garla,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"428","Aqui a Emenda N° 428 destina R$ 500000,00 para Ampliação da rede de iluminação pública","2013-01-16 00:57:00","X-Guará","Emenda N° 428<BR>Valor:  R$ 500000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Ampliação da rede de iluminação pública<BR>Região do DF onde será gasto o recurso: X-Guará<BR>Ação: Não informada <BR>Função: Energia<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Guará","X-Guará,Evandro Garla,Energia,Infra-Estrutura urbana,2013,", "-15.82684", "-47.98028",YES,YES
"429","Aqui a Emenda N° 429 destina R$ 300000,00 para Construção de abrigos para passageiros de ônibus","2013-01-16 00:57:00","DF","Emenda N° 429<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Construção de abrigos para passageiros de ônibus<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Transporte<BR>Subfunção: Transporte coletivo<BR>Unidade Orçamentária: DFTrans","DF,Evandro Garla,Transporte,Transporte coletivo,2013,", "-15.77972", "-47.92972",YES,YES
"430","Aqui a Emenda N° 430 destina R$ 300000,00 para Execução de obras de infra-estrutura urbana","2013-01-16 00:57:00","XX-Águas Claras","Emenda N° 430<BR>Valor:  R$ 300000,00 <BR>Autor: Evandro Garla <BR>O valor será gasto em: Execução de obras de infra-estrutura urbana<BR>Região do DF onde será gasto o recurso: XX-Águas Claras<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Águas Claras","XX-Águas Claras,Evandro Garla,Urbanismo,Infra-Estrutura urbana,2013,", "-15.83687", "-48.02512",YES,YES
"431","Aqui a Emenda N° 431 destina R$ 4965000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","DF","Emenda N° 431<BR>Valor:  R$ 4965000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: SE Obras","DF,Robério Negreiros,Urbanismo,Infra-Estrutura urbana,2013,", "-15.77972", "-47.92972",YES,YES
"432","Aqui a Emenda N° 432 destina R$ 300000,00 para Apoio à realização das ações sociais itinerantes odontológicas para pessoas com deficiência","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 432<BR>Valor:  R$ 300000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Apoio à realização das ações sociais itinerantes odontológicas para pessoas com deficiência<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Ao Portador de Deficiência<BR>Unidade Orçamentária: SEDEST","III-Taguatinga,Robério Negreiros,Assistência Social,Ass. Ao Portador de Deficiência,2013,", "-15.81772", "-48.07596",YES,YES
"433","Aqui a Emenda N° 433 destina R$ 150000,00 para Apoio ao Projeto Recanto Sem Fonteiras - FestGospel","2013-01-16 00:57:00","XV-Recanto das Emas","Emenda N° 433<BR>Valor:  R$ 150000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Apoio ao Projeto Recanto Sem Fonteiras - FestGospel<BR>Região do DF onde será gasto o recurso: XV-Recanto das Emas<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","XV-Recanto das Emas,Robério Negreiros,Cultura,Difusão cultural,2013,", "-15.90669", "-48.07214",YES,YES
"434","Aqui a Emenda N° 434 destina R$ 400000,00 para Atendimento e Capacitação de pessoas com deficiência","2013-01-16 00:57:00","DF","Emenda N° 434<BR>Valor:  R$ 400000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Atendimento e Capacitação de pessoas com deficiência<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Ao Portador de Deficiência<BR>Unidade Orçamentária: SEDEST","DF,Robério Negreiros,Assistência Social,Ass. Ao Portador de Deficiência,2013,", "-15.77972", "-47.92972",YES,YES
"435","Aqui a Emenda N° 435 destina R$ 120000,00 para Apoio a projetos sociais do movimento Orgulho Autista Brasil","2013-01-16 00:57:00","DF","Emenda N° 435<BR>Valor:  R$ 120000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Apoio a projetos sociais do movimento Orgulho Autista Brasil<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Ao Portador de Deficiência<BR>Unidade Orçamentária: SEDEST","DF,Robério Negreiros,Assistência Social,Ass. Ao Portador de Deficiência,2013,", "-15.77972", "-47.92972",YES,YES
"436","Aqui a Emenda N° 436 destina R$ 5500000,00 para Execução de obras de urbanização","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 436<BR>Valor:  R$ 5500000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Execução de obras de urbanização<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Paranoá","VII-Paranoá,Robério Negreiros,Urbanismo,Infra-Estrutura urbana,2013,", "-15.77104", "-47.77954",YES,YES
"437","Aqui a Emenda N° 437 destina R$ 500000,00 para Promoção de atividades culturais  ","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 437<BR>Valor:  R$ 500000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Promoção de atividades culturais  <BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Paranoá","VII-Paranoá,Robério Negreiros,Cultura,Difusão cultural,2013,", "-15.77104", "-47.77954",YES,YES
"438","Aqui a Emenda N° 438 destina R$ 400000,00 para Manutenção de áreas urbanizadas e ajardinadas","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 438<BR>Valor:  R$ 400000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Manutenção de áreas urbanizadas e ajardinadas<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Serviços urbanos<BR>Unidade Orçamentária: AR Paranoá","VII-Paranoá,Robério Negreiros,Urbanismo,Serviços urbanos,2013,", "-15.77104", "-47.77954",YES,YES
"439","Aqui a Emenda N° 439 destina R$ 500000,00 para Apoio à realização das ações sociais itinerantes odontológicas","2013-01-16 00:57:00","DF","Emenda N° 439<BR>Valor:  R$ 500000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Apoio à realização das ações sociais itinerantes odontológicas<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Comunitária<BR>Unidade Orçamentária: SEDEST","DF,Robério Negreiros,Assistência Social,Ass. Comunitária,2013,", "-15.77972", "-47.92972",YES,YES
"440","Aqui a Emenda N° 440 destina R$ 200000,00 para Reforma de prédios e próprios","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 440<BR>Valor:  R$ 200000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Reforma de prédios e próprios<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Paranoá","VII-Paranoá,Robério Negreiros,Urbanismo,Infra-Estrutura urbana,2013,", "-15.77104", "-47.77954",YES,YES
"441","Aqui a Emenda N° 441 destina R$ 65000,00 para Apoio às atividades do Centro Educacional CEAL","2013-01-16 00:57:00","I-Plano Piloto","Emenda N° 441<BR>Valor:  R$ 65000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Apoio às atividades do Centro Educacional CEAL<BR>Região do DF onde será gasto o recurso: I-Plano Piloto<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Ao Portador de Deficiência<BR>Unidade Orçamentária: SEDEST","I-Plano Piloto,Robério Negreiros,Assistência Social,Ass. Ao Portador de Deficiência,2013,", "-15.79247", "-47.88239",YES,YES
"442","Aqui a Emenda N° 442 destina R$ 200000,00 para Comemoração do aniversário da RA Paranoá","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 442<BR>Valor:  R$ 200000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Comemoração do aniversário da RA Paranoá<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: AR Paranoá","VII-Paranoá,Robério Negreiros,Cultura,Difusão cultural,2013,", "-15.77104", "-47.77954",YES,YES
"443","Aqui a Emenda N° 443 destina R$ 200000,00 para Comemoração do aniversário da RA Paranoá","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 443<BR>Valor:  R$ 200000,00 <BR>Autor: Robério Negreiros <BR>O valor será gasto em: Comemoração do aniversário da RA Paranoá<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Desporto e Lazer<BR>Subfunção: Desporto Comunitário<BR>Unidade Orçamentária: AR Paranoá","VII-Paranoá,Robério Negreiros,Desporto e Lazer,Desporto Comunitário,2013,", "-15.77104", "-47.77954",YES,YES
"444","Aqui a Emenda N° 444 destina R$ 150000,00 para Construção de quadra poliesportiva","2013-01-16 00:57:00","XVII-Riacho Fundo I","Emenda N° 444<BR>Valor:  R$ 150000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Construção de quadra poliesportiva<BR>Região do DF onde será gasto o recurso: XVII-Riacho Fundo I<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Riacho Fundo","XVII-Riacho Fundo I,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.88052", "-48.00995",YES,YES
"445","Aqui a Emenda N° 445 destina R$ 1500000,00 para Realização de obras de infra-estrutura e urbanização","2013-01-16 00:57:00","XV-Recanto das Emas","Emenda N° 445<BR>Valor:  R$ 1500000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Realização de obras de infra-estrutura e urbanização<BR>Região do DF onde será gasto o recurso: XV-Recanto das Emas<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Recanto das Emas","XV-Recanto das Emas,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.90669", "-48.07214",YES,YES
"446","Aqui a Emenda N° 446 destina R$ 150000,00 para Apoio à realização de eventos culturais","2013-01-16 00:57:00","DF","Emenda N° 446<BR>Valor:  R$ 150000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Apoio à realização de eventos culturais<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Liliane Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"447","Aqui a Emenda N° 447 destina R$ 150000,00 para Construção de abrigos para passageiros de ônibus","2013-01-16 00:57:00","XXIX-S.IA","Emenda N° 447<BR>Valor:  R$ 150000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Construção de abrigos para passageiros de ônibus<BR>Região do DF onde será gasto o recurso: XXIX-S.IA<BR>Ação: Não informada <BR>Função: Transporte<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Set. Ind. & Abast.","XXIX-S.IA,Liliane Roriz,Transporte,Infra-Estrutura urbana,2013,", "-15.80163", "-47.96058",YES,YES
"448","Aqui a Emenda N° 448 destina R$ 600000,00 para Realização de obras de infra-estrutura e urbanização","2013-01-16 00:57:00","XIII-Santa Maria","Emenda N° 448<BR>Valor:  R$ 600000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Realização de obras de infra-estrutura e urbanização<BR>Região do DF onde será gasto o recurso: XIII-Santa Maria<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Santa Maria","XIII-Santa Maria,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-16.01867", "-47.01708",YES,YES
"449","Aqui a Emenda N° 449 destina R$ 50000,00 para poio à realização do evento ''Meus 15 anos - Baile de Debutantes'","2013-01-16 00:57:00","DF","Emenda N° 449<BR>Valor:  R$ 50000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: poio à realização do evento ''Meus 15 anos - Baile de Debutantes'<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Liliane Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"450","Aqui a Emenda N° 450 destina R$ 900000,00 para Realização de obras de infra-estrutura e urbanização","2013-01-16 00:57:00","III-Taguatinga","Emenda N° 450<BR>Valor:  R$ 900000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Realização de obras de infra-estrutura e urbanização<BR>Região do DF onde será gasto o recurso: III-Taguatinga<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Taguatinga","III-Taguatinga,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81772", "-48.07596",YES,YES
"451","Aqui a Emenda N° 451 destina R$ 25000,00 para Apoio às atividades culturais da Quadrilha Triscou Queimou","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 451<BR>Valor:  R$ 25000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Apoio às atividades culturais da Quadrilha Triscou Queimou<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","VII-Paranoá,Liliane Roriz,Cultura,Difusão cultural,2013,", "-15.77104", "-47.77954",YES,YES
"452","Aqui a Emenda N° 452 destina R$ 900000,00 para Realização de obras de infra-estrutura e urbanização","2013-01-16 00:57:00","VIII-Núcleo Bandeirante","Emenda N° 452<BR>Valor:  R$ 900000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Realização de obras de infra-estrutura e urbanização<BR>Região do DF onde será gasto o recurso: VIII-Núcleo Bandeirante<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Núcleo Bandeirante","VIII-Núcleo Bandeirante,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.87125", "-47.96747",YES,YES
"453","Aqui a Emenda N° 453 destina R$ 15000,00 para Apoio ao Projeto Social Mão de Mulher","2013-01-16 00:57:00","XIV-São Sebastião","Emenda N° 453<BR>Valor:  R$ 15000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Apoio ao Projeto Social Mão de Mulher<BR>Região do DF onde será gasto o recurso: XIV-São Sebastião<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Comunitária<BR>Unidade Orçamentária: SEDEST","XIV-São Sebastião,Liliane Roriz,Assistência Social,Ass. Comunitária,2013,", "-15.96364", "-47.72100",YES,YES
"454","Aqui a Emenda N° 454 destina R$ 15000,00 para Apoio às atividades do GRES Unidos da Vila Paranoá","2013-01-16 00:57:00","VII-Paranoá","Emenda N° 454<BR>Valor:  R$ 15000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Apoio às atividades do GRES Unidos da Vila Paranoá<BR>Região do DF onde será gasto o recurso: VII-Paranoá<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","VII-Paranoá,Liliane Roriz,Cultura,Difusão cultural,2013,", "-15.77104", "-47.77954",YES,YES
"455","Aqui a Emenda N° 455 destina R$ 1440000,00 para Realização de obras de infra-estrutura e urbanização","2013-01-16 00:57:00","IX-Ceilândia","Emenda N° 455<BR>Valor:  R$ 1440000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Realização de obras de infra-estrutura e urbanização<BR>Região do DF onde será gasto o recurso: IX-Ceilândia<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Ceilândia","IX-Ceilândia,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.81579", "-48.11825",YES,YES
"456","Aqui a Emenda N° 456 destina R$ 150000,00 para Execução de obras de acessibilidade","2013-01-16 00:57:00","VIII-Núcleo Bandeirante","Emenda N° 456<BR>Valor:  R$ 150000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Execução de obras de acessibilidade<BR>Região do DF onde será gasto o recurso: VIII-Núcleo Bandeirante<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Núcleo Bandeirante","VIII-Núcleo Bandeirante,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.87125", "-47.96747",YES,YES
"457","Aqui a Emenda N° 457 destina R$ 150000,00 para Execução de ajardinamento","2013-01-16 00:57:00","XXVIII-Itapoã","Emenda N° 457<BR>Valor:  R$ 150000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Execução de ajardinamento<BR>Região do DF onde será gasto o recurso: XXVIII-Itapoã<BR>Ação: Não informada <BR>Função: Urbanismo<BR>Subfunção: Infra-Estrutura urbana<BR>Unidade Orçamentária: AR Itapoã","XXVIII-Itapoã,Liliane Roriz,Urbanismo,Infra-Estrutura urbana,2013,", "-15.74452", "-47.75965",YES,YES
"458","Aqui a Emenda N° 458 destina R$ 20000,00 para Apoio ao evento Quadrilha Xodó de Cristo","2013-01-16 00:57:00","DF","Emenda N° 458<BR>Valor:  R$ 20000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Apoio ao evento Quadrilha Xodó de Cristo<BR>Região do DF onde será gasto o recurso: DF<BR>Ação: Não informada <BR>Função: Cultura<BR>Subfunção: Difusão cultural<BR>Unidade Orçamentária: SE Cultura","DF,Liliane Roriz,Cultura,Difusão cultural,2013,", "-15.77972", "-47.92972",YES,YES
"459","Aqui a Emenda N° 459 destina R$ 15000,00 para Apoio ao Projeto Social Jardim de Infância Semeando","2013-01-16 00:57:00","IV-Brazlândia","Emenda N° 459<BR>Valor:  R$ 15000,00 <BR>Autor: Liliane Roriz <BR>O valor será gasto em: Apoio ao Projeto Social Jardim de Infância Semeando<BR>Região do DF onde será gasto o recurso: IV-Brazlândia<BR>Ação: Não informada <BR>Função: Assistência Social<BR>Subfunção: Ass. Comunitária<BR>Unidade Orçamentária: SEDEST","IV-Brazlândia,Liliane Roriz,Assistência Social,Ass. Comunitária,2013,", "-15.66602", "-48.19779",YES,YES
